param_1,param_2,threshold,accuracy,profit_score,total_predictions,buy_predictions,sell_predictions,hold_predictions
0.5,1.0,0.3,0.2857142857142857,-294,686,135,101,450
0.5,1.0,0.35,0.23177842565597667,-368,686,58,47,581
0.5,1.0,0.39999999999999997,0.19825072886297376,-414,686,15,14,657
0.5,1.0,0.44999999999999996,0.1880466472303207,-428,686,2,1,683
0.5,1.0,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.0,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.1,0.3,0.2886297376093295,-290,686,149,103,434
0.5,1.1,0.35,0.2434402332361516,-352,686,77,59,550
0.5,1.1,0.39999999999999997,0.20116618075801748,-410,686,17,21,648
0.5,1.1,0.44999999999999996,0.1880466472303207,-428,686,3,2,681
0.5,1.1,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.1,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.2000000000000002,0.3,0.28717201166180756,-292,686,154,106,426
0.5,1.2000000000000002,0.35,0.24927113702623907,-344,686,86,67,533
0.5,1.2000000000000002,0.39999999999999997,0.21137026239067055,-396,686,21,27,638
0.5,1.2000000000000002,0.44999999999999996,0.1880466472303207,-428,686,7,4,675
0.5,1.2000000000000002,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.2000000000000002,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.3000000000000003,0.3,0.29008746355685133,-288,686,165,109,412
0.5,1.3000000000000003,0.35,0.25801749271137026,-332,686,91,74,521
0.5,1.3000000000000003,0.39999999999999997,0.21720116618075802,-388,686,29,31,626
0.5,1.3000000000000003,0.44999999999999996,0.1880466472303207,-428,686,8,7,671
0.5,1.3000000000000003,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.3000000000000003,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.4000000000000004,0.3,0.2988338192419825,-276,686,172,112,402
0.5,1.4000000000000004,0.35,0.26239067055393583,-326,686,102,83,501
0.5,1.4000000000000004,0.39999999999999997,0.22011661807580174,-384,686,36,35,615
0.5,1.4000000000000004,0.44999999999999996,0.1880466472303207,-428,686,8,9,669
0.5,1.4000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.4000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.5000000000000004,0.3,0.30612244897959184,-266,686,182,115,389
0.5,1.5000000000000004,0.35,0.2725947521865889,-312,686,116,89,481
0.5,1.5000000000000004,0.39999999999999997,0.2230320699708455,-380,686,46,43,597
0.5,1.5000000000000004,0.44999999999999996,0.1967930029154519,-416,686,11,12,663
0.5,1.5000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.5000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.6000000000000005,0.3,0.3119533527696793,-258,686,190,121,375
0.5,1.6000000000000005,0.35,0.27405247813411077,-310,686,124,93,469
0.5,1.6000000000000005,0.39999999999999997,0.23177842565597667,-368,686,56,46,584
0.5,1.6000000000000005,0.44999999999999996,0.19825072886297376,-414,686,14,12,660
0.5,1.6000000000000005,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.6000000000000005,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.7000000000000006,0.3,0.3177842565597668,-250,686,194,125,367
0.5,1.7000000000000006,0.35,0.2755102040816326,-308,686,130,96,460
0.5,1.7000000000000006,0.39999999999999997,0.23615160349854228,-362,686,67,48,571
0.5,1.7000000000000006,0.44999999999999996,0.19825072886297376,-414,686,14,17,655
0.5,1.7000000000000006,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.7000000000000006,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.8000000000000007,0.3,0.3177842565597668,-250,686,199,126,361
0.5,1.8000000000000007,0.35,0.2857142857142857,-294,686,136,101,449
0.5,1.8000000000000007,0.39999999999999997,0.239067055393586,-358,686,72,59,555
0.5,1.8000000000000007,0.44999999999999996,0.20116618075801748,-410,686,16,18,652
0.5,1.8000000000000007,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.8000000000000007,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.5,1.9000000000000008,0.3,0.3206997084548105,-246,686,202,130,354
0.5,1.9000000000000008,0.35,0.2886297376093295,-290,686,145,102,439
0.5,1.9000000000000008,0.39999999999999997,0.24635568513119532,-348,686,80,65,541
0.5,1.9000000000000008,0.44999999999999996,0.20262390670553937,-408,686,17,23,646
0.5,1.9000000000000008,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.5,1.9000000000000008,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.0,0.3,0.2988338192419825,-276,686,169,114,403
0.6,1.0,0.35,0.24198250728862974,-354,686,74,60,552
0.6,1.0,0.39999999999999997,0.19825072886297376,-414,686,16,17,653
0.6,1.0,0.44999999999999996,0.1880466472303207,-428,686,3,1,682
0.6,1.0,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.0,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.1,0.3,0.31341107871720114,-256,686,186,120,380
0.6,1.1,0.35,0.25510204081632654,-336,686,84,75,527
0.6,1.1,0.39999999999999997,0.20845481049562684,-400,686,21,23,642
0.6,1.1,0.44999999999999996,0.1880466472303207,-428,686,4,2,680
0.6,1.1,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.1,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.2000000000000002,0.3,0.3163265306122449,-252,686,193,128,365
0.6,1.2000000000000002,0.35,0.2653061224489796,-322,686,103,86,497
0.6,1.2000000000000002,0.39999999999999997,0.21428571428571427,-392,686,27,31,628
0.6,1.2000000000000002,0.44999999999999996,0.1880466472303207,-428,686,8,6,672
0.6,1.2000000000000002,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.2000000000000002,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.3000000000000003,0.3,0.31924198250728864,-248,686,200,130,356
0.6,1.3000000000000003,0.35,0.27113702623906705,-314,686,123,92,471
0.6,1.3000000000000003,0.39999999999999997,0.22011661807580174,-384,686,35,35,616
0.6,1.3000000000000003,0.44999999999999996,0.19096209912536444,-424,686,10,9,667
0.6,1.3000000000000003,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.3000000000000003,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.4000000000000004,0.3,0.3250728862973761,-240,686,206,138,342
0.6,1.4000000000000004,0.35,0.27988338192419826,-302,686,133,99,454
0.6,1.4000000000000004,0.39999999999999997,0.2303206997084548,-370,686,52,45,589
0.6,1.4000000000000004,0.44999999999999996,0.19533527696793002,-418,686,10,13,663
0.6,1.4000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.4000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.5000000000000004,0.3,0.32653061224489793,-238,686,212,141,333
0.6,1.5000000000000004,0.35,0.2857142857142857,-294,686,144,104,438
0.6,1.5000000000000004,0.39999999999999997,0.23469387755102042,-364,686,60,51,575
0.6,1.5000000000000004,0.44999999999999996,0.19825072886297376,-414,686,12,13,661
0.6,1.5000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.5000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.6000000000000005,0.3,0.3294460641399417,-234,686,214,144,328
0.6,1.6000000000000005,0.35,0.282798833819242,-298,686,155,108,423
0.6,1.6000000000000005,0.39999999999999997,0.24052478134110788,-356,686,69,59,558
0.6,1.6000000000000005,0.44999999999999996,0.19825072886297376,-414,686,16,17,653
0.6,1.6000000000000005,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.6000000000000005,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.7000000000000006,0.3,0.3323615160349854,-230,686,221,145,320
0.6,1.7000000000000006,0.35,0.28717201166180756,-292,686,160,109,417
0.6,1.7000000000000006,0.39999999999999997,0.25072886297376096,-342,686,78,69,539
0.6,1.7000000000000006,0.44999999999999996,0.20116618075801748,-410,686,17,21,648
0.6,1.7000000000000006,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.7000000000000006,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.8000000000000007,0.3,0.3323615160349854,-230,686,225,149,312
0.6,1.8000000000000007,0.35,0.29737609329446063,-278,686,169,114,403
0.6,1.8000000000000007,0.39999999999999997,0.2565597667638484,-334,686,83,75,528
0.6,1.8000000000000007,0.44999999999999996,0.20845481049562684,-400,686,21,23,642
0.6,1.8000000000000007,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.8000000000000007,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.6,1.9000000000000008,0.3,0.33090379008746357,-232,686,230,150,306
0.6,1.9000000000000008,0.35,0.3032069970845481,-270,686,179,116,391
0.6,1.9000000000000008,0.39999999999999997,0.25801749271137026,-332,686,94,79,513
0.6,1.9000000000000008,0.44999999999999996,0.21428571428571427,-392,686,25,29,632
0.6,1.9000000000000008,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.6,1.9000000000000008,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.0,0.3,0.3177842565597668,-250,686,201,132,353
0.7,1.0,0.35,0.2565597667638484,-334,686,81,76,529
0.7,1.0,0.39999999999999997,0.19970845481049562,-412,686,19,18,649
0.7,1.0,0.44999999999999996,0.18950437317784258,-426,686,4,1,681
0.7,1.0,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.0,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.1,0.3,0.32798833819241985,-236,686,209,141,336
0.7,1.1,0.35,0.260932944606414,-328,686,107,89,490
0.7,1.1,0.39999999999999997,0.20845481049562684,-400,686,26,25,635
0.7,1.1,0.44999999999999996,0.18950437317784258,-426,686,5,3,678
0.7,1.1,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.1,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.2000000000000002,0.3,0.3250728862973761,-240,686,217,145,324
0.7,1.2000000000000002,0.35,0.27405247813411077,-310,686,131,98,457
0.7,1.2000000000000002,0.39999999999999997,0.22157434402332363,-382,686,35,34,617
0.7,1.2000000000000002,0.44999999999999996,0.19096209912536444,-424,686,10,7,669
0.7,1.2000000000000002,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.2000000000000002,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.3000000000000003,0.3,0.32798833819241985,-236,686,227,150,309
0.7,1.3000000000000003,0.35,0.28425655976676384,-296,686,145,106,435
0.7,1.3000000000000003,0.39999999999999997,0.2230320699708455,-380,686,45,39,602
0.7,1.3000000000000003,0.44999999999999996,0.1924198250728863,-422,686,11,10,665
0.7,1.3000000000000003,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.3000000000000003,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.4000000000000004,0.3,0.33090379008746357,-232,686,234,155,297
0.7,1.4000000000000004,0.35,0.2915451895043732,-286,686,159,114,413
0.7,1.4000000000000004,0.39999999999999997,0.23177842565597667,-368,686,57,51,578
0.7,1.4000000000000004,0.44999999999999996,0.1967930029154519,-416,686,11,13,662
0.7,1.4000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.4000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.5000000000000004,0.3,0.3294460641399417,-234,686,243,158,285
0.7,1.5000000000000004,0.35,0.29737609329446063,-278,686,174,119,393
0.7,1.5000000000000004,0.39999999999999997,0.23615160349854228,-362,686,66,61,559
0.7,1.5000000000000004,0.44999999999999996,0.19825072886297376,-414,686,13,15,658
0.7,1.5000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.5000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.6000000000000005,0.3,0.336734693877551,-224,686,247,161,278
0.7,1.6000000000000005,0.35,0.30612244897959184,-266,686,181,127,378
0.7,1.6000000000000005,0.39999999999999997,0.24489795918367346,-350,686,77,69,540
0.7,1.6000000000000005,0.44999999999999996,0.20116618075801748,-410,686,17,19,650
0.7,1.6000000000000005,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.6000000000000005,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.7000000000000006,0.3,0.33819241982507287,-222,686,247,164,275
0.7,1.7000000000000006,0.35,0.3119533527696793,-258,686,190,129,367
0.7,1.7000000000000006,0.39999999999999997,0.26384839650145775,-324,686,87,80,519
0.7,1.7000000000000006,0.44999999999999996,0.2099125364431487,-398,686,22,23,641
0.7,1.7000000000000006,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.7000000000000006,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.8000000000000007,0.3,0.3425655976676385,-216,686,252,167,267
0.7,1.8000000000000007,0.35,0.31924198250728864,-248,686,200,133,353
0.7,1.8000000000000007,0.39999999999999997,0.26239067055393583,-326,686,105,88,493
0.7,1.8000000000000007,0.44999999999999996,0.21137026239067055,-396,686,25,28,633
0.7,1.8000000000000007,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.8000000000000007,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7,1.9000000000000008,0.3,0.33819241982507287,-222,686,256,168,262
0.7,1.9000000000000008,0.35,0.3236151603498542,-242,686,202,137,347
0.7,1.9000000000000008,0.39999999999999997,0.2696793002915452,-316,686,121,92,473
0.7,1.9000000000000008,0.44999999999999996,0.21720116618075802,-388,686,28,32,626
0.7,1.9000000000000008,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7,1.9000000000000008,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.0,0.3,0.32215743440233235,-244,686,216,150,320
0.7999999999999999,1.0,0.35,0.2594752186588921,-330,686,96,84,506
0.7999999999999999,1.0,0.39999999999999997,0.20699708454810495,-402,686,24,20,642
0.7999999999999999,1.0,0.44999999999999996,0.18950437317784258,-426,686,4,1,681
0.7999999999999999,1.0,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.0,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.1,0.3,0.32798833819241985,-236,686,233,155,298
0.7999999999999999,1.1,0.35,0.27113702623906705,-314,686,127,100,459
0.7999999999999999,1.1,0.39999999999999997,0.21720116618075802,-388,686,29,29,628
0.7999999999999999,1.1,0.44999999999999996,0.18950437317784258,-426,686,5,4,677
0.7999999999999999,1.1,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.1,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.2000000000000002,0.3,0.3323615160349854,-230,686,245,160,281
0.7999999999999999,1.2000000000000002,0.35,0.2886297376093295,-290,686,151,111,424
0.7999999999999999,1.2000000000000002,0.39999999999999997,0.22157434402332363,-382,686,35,35,616
0.7999999999999999,1.2000000000000002,0.44999999999999996,0.1924198250728863,-422,686,11,8,667
0.7999999999999999,1.2000000000000002,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.2000000000000002,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.3000000000000003,0.3,0.33819241982507287,-222,686,248,163,275
0.7999999999999999,1.3000000000000003,0.35,0.29300291545189505,-284,686,165,122,399
0.7999999999999999,1.3000000000000003,0.39999999999999997,0.22740524781341107,-374,686,48,45,593
0.7999999999999999,1.3000000000000003,0.44999999999999996,0.1924198250728863,-422,686,11,10,665
0.7999999999999999,1.3000000000000003,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.3000000000000003,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.4000000000000004,0.3,0.3396501457725947,-220,686,252,170,264
0.7999999999999999,1.4000000000000004,0.35,0.3104956268221574,-260,686,185,130,371
0.7999999999999999,1.4000000000000004,0.39999999999999997,0.23615160349854228,-362,686,61,57,568
0.7999999999999999,1.4000000000000004,0.44999999999999996,0.19533527696793002,-418,686,11,15,660
0.7999999999999999,1.4000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.4000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.5000000000000004,0.3,0.336734693877551,-224,686,256,173,257
0.7999999999999999,1.5000000000000004,0.35,0.32215743440233235,-244,686,195,136,355
0.7999999999999999,1.5000000000000004,0.39999999999999997,0.24635568513119532,-348,686,71,70,545
0.7999999999999999,1.5000000000000004,0.44999999999999996,0.20116618075801748,-410,686,14,16,656
0.7999999999999999,1.5000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.5000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.6000000000000005,0.3,0.34110787172011664,-218,686,259,176,251
0.7999999999999999,1.6000000000000005,0.35,0.3236151603498542,-242,686,205,141,340
0.7999999999999999,1.6000000000000005,0.39999999999999997,0.25510204081632654,-336,686,91,80,515
0.7999999999999999,1.6000000000000005,0.44999999999999996,0.20408163265306123,-406,686,22,21,643
0.7999999999999999,1.6000000000000005,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.6000000000000005,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.7000000000000006,0.3,0.3425655976676385,-216,686,261,177,248
0.7999999999999999,1.7000000000000006,0.35,0.3206997084548105,-246,686,210,143,333
0.7999999999999999,1.7000000000000006,0.39999999999999997,0.26384839650145775,-324,686,106,91,489
0.7999999999999999,1.7000000000000006,0.44999999999999996,0.20845481049562684,-400,686,26,25,635
0.7999999999999999,1.7000000000000006,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.7000000000000006,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.8000000000000007,0.3,0.3425655976676385,-216,686,264,180,242
0.7999999999999999,1.8000000000000007,0.35,0.32215743440233235,-244,686,215,150,321
0.7999999999999999,1.8000000000000007,0.39999999999999997,0.2696793002915452,-316,686,127,97,462
0.7999999999999999,1.8000000000000007,0.44999999999999996,0.21865889212827988,-386,686,30,31,625
0.7999999999999999,1.8000000000000007,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.8000000000000007,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.9000000000000008,0.3,0.3425655976676385,-216,686,265,180,241
0.7999999999999999,1.9000000000000008,0.35,0.32653061224489793,-238,686,223,154,309
0.7999999999999999,1.9000000000000008,0.39999999999999997,0.28425655976676384,-296,686,140,104,442
0.7999999999999999,1.9000000000000008,0.44999999999999996,0.22157434402332363,-382,686,35,35,616
0.7999999999999999,1.9000000000000008,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.7999999999999999,1.9000000000000008,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.0,0.3,0.3323615160349854,-230,686,244,161,281
0.8999999999999999,1.0,0.35,0.260932944606414,-328,686,109,93,484
0.8999999999999999,1.0,0.39999999999999997,0.20845481049562684,-400,686,24,21,641
0.8999999999999999,1.0,0.44999999999999996,0.18950437317784258,-426,686,4,1,681
0.8999999999999999,1.0,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.0,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.1,0.3,0.3425655976676385,-216,686,252,166,268
0.8999999999999999,1.1,0.35,0.28717201166180756,-292,686,146,112,428
0.8999999999999999,1.1,0.39999999999999997,0.21865889212827988,-386,686,30,31,625
0.8999999999999999,1.1,0.44999999999999996,0.19096209912536444,-424,686,6,4,676
0.8999999999999999,1.1,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.1,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.2000000000000002,0.3,0.33819241982507287,-222,686,255,172,259
0.8999999999999999,1.2000000000000002,0.35,0.29737609329446063,-278,686,166,126,394
0.8999999999999999,1.2000000000000002,0.39999999999999997,0.22157434402332363,-382,686,35,36,615
0.8999999999999999,1.2000000000000002,0.44999999999999996,0.1924198250728863,-422,686,12,8,666
0.8999999999999999,1.2000000000000002,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.2000000000000002,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.3000000000000003,0.3,0.34402332361516036,-214,686,260,176,250
0.8999999999999999,1.3000000000000003,0.35,0.3119533527696793,-258,686,188,134,364
0.8999999999999999,1.3000000000000003,0.39999999999999997,0.22886297376093295,-372,686,54,50,582
0.8999999999999999,1.3000000000000003,0.44999999999999996,0.1924198250728863,-422,686,12,10,664
0.8999999999999999,1.3000000000000003,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.3000000000000003,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.4000000000000004,0.3,0.34110787172011664,-218,686,263,180,243
0.8999999999999999,1.4000000000000004,0.35,0.31924198250728864,-248,686,201,142,343
0.8999999999999999,1.4000000000000004,0.39999999999999997,0.2434402332361516,-352,686,67,65,554
0.8999999999999999,1.4000000000000004,0.44999999999999996,0.19533527696793002,-418,686,14,15,657
0.8999999999999999,1.4000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.4000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.5000000000000004,0.3,0.3425655976676385,-216,686,266,181,239
0.8999999999999999,1.5000000000000004,0.35,0.3163265306122449,-252,686,210,149,327
0.8999999999999999,1.5000000000000004,0.39999999999999997,0.24635568513119532,-348,686,83,78,525
0.8999999999999999,1.5000000000000004,0.44999999999999996,0.20116618075801748,-410,686,18,17,651
0.8999999999999999,1.5000000000000004,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.5000000000000004,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.6000000000000005,0.3,0.3469387755102041,-210,686,270,182,234
0.8999999999999999,1.6000000000000005,0.35,0.3206997084548105,-246,686,218,153,315
0.8999999999999999,1.6000000000000005,0.39999999999999997,0.2594752186588921,-330,686,103,91,492
0.8999999999999999,1.6000000000000005,0.44999999999999996,0.20699708454810495,-402,686,24,21,641
0.8999999999999999,1.6000000000000005,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.6000000000000005,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.7000000000000006,0.3,0.34839650145772594,-208,686,272,187,227
0.8999999999999999,1.7000000000000006,0.35,0.32215743440233235,-244,686,228,158,300
0.8999999999999999,1.7000000000000006,0.39999999999999997,0.26822157434402333,-318,686,120,100,466
0.8999999999999999,1.7000000000000006,0.44999999999999996,0.21574344023323616,-390,686,28,28,630
0.8999999999999999,1.7000000000000006,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.7000000000000006,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.8000000000000007,0.3,0.34839650145772594,-208,686,272,187,227
0.8999999999999999,1.8000000000000007,0.35,0.33090379008746357,-232,686,242,162,282
0.8999999999999999,1.8000000000000007,0.39999999999999997,0.2886297376093295,-290,686,142,111,433
0.8999999999999999,1.8000000000000007,0.44999999999999996,0.21865889212827988,-386,686,32,32,622
0.8999999999999999,1.8000000000000007,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.8000000000000007,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.9000000000000008,0.3,0.34839650145772594,-208,686,276,188,222
0.8999999999999999,1.9000000000000008,0.35,0.33527696793002915,-226,686,246,162,278
0.8999999999999999,1.9000000000000008,0.39999999999999997,0.29591836734693877,-280,686,157,120,409
0.8999999999999999,1.9000000000000008,0.44999999999999996,0.22157434402332363,-382,686,35,35,616
0.8999999999999999,1.9000000000000008,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.8999999999999999,1.9000000000000008,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.9999999999999999,1.0,0.3,0.3396501457725947,-220,686,253,171,262
0.9999999999999999,1.0,0.35,0.26822157434402333,-318,686,122,104,460
0.9999999999999999,1.0,0.39999999999999997,0.20845481049562684,-400,686,24,21,641
0.9999999999999999,1.0,0.44999999999999996,0.18950437317784258,-426,686,5,1,680
0.9999999999999999,1.0,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
0.9999999999999999,1.0,0.5499999999999999,0.1880466472303207,-428,686,0,0,686
0.9999999999999999,1.1,0.3,0.34839650145772594,-208,686,264,177,245
0.9999999999999999,1.1,0.35,0.29737609329446063,-278,686,154,123,409
0.9999999999999999,1.1,0.39999999999999997,0.21720116618075802,-388,686,31,31,624
0.9999999999999999,1.1,0.44999999999999996,0.19096209912536444,-424,686,7,4,675
0.9999999999999999,1.1,0.49999999999999994,0.1880466472303207,-428,686,0,0,686
